CompanyCd,CompanyNm,companyPartNames,ceoNm
20186761,주식회사 정문픽쳐스,제작사,조의석
20186741,한국영상대학교,제작사,
20174823,슈가 풋,"제작사,배급사",이수민
20186721,스튜디오 수집,제작사,
20186702,장풍E&M,제작사,
20186701,(주)영화사 소중한,,
20186661,TRWTh 문학컨텐츠,,박재현
20142008,(사)한국영화촬영감독조합,영화기관/단체-제작,김선령
20130004,피도 안마른 녀석들,제작사,장현상
20175643,데커드나인 이미진스,"제작사,배급사",윤초연
20130013,(주)고릴락상상스튜디오,제작사,김종민
20157773,휴먼컨텐츠미디어,제작사,김만석
20174581,(주)케스엔터테인먼트,제작사,김영훈
20186541,하드릴,"배급사,수입사",
20186521,(주)코코믹스 ,배급사,
20130005,(주)메가피닉스,"제작사,배급사,수입사",이원규
20138378,(주)스토리인,제작사,임지아
20061960,(주)카프프러덕션,"제작사,배급사,수입사,상영업",송태웅
20169928,노센스필름,제작사,임진승
20176441,(주)유에프오프로덕션,"제작사,배급사",남궁견
20155088,명보시네마,상영업,이영자
20157292,(주)인터하우스,"제작사,배급사,수입사,상영업",한상천
20176421,영화사 해피엔딩,제작사,최윤석
20176401,투영필름,제작사,송현영
20100370,자이로픽쳐스 ,제작사,윤병기
20176366,조은플러스,상영업,윤재철
20141048,(주)타수,제작사,김범수
20176365,(주)필립홀딩스,제작사,육성운
20176381,(주)초이스랜드,제작사,최성덕
20176364,(주)영화사 궁,"제작사,수입사",박선진
20173803,다큐멘터리(주),제작사,김상균
20176341,스튜디오 자작,제작사,김강민
20176321,(주)해오름이앤티,"제작사,배급사",신준영
20176301,영화연구소,제작사,박진석
20130011,(주)블랙홀엔터테인먼트,"제작사,배급사,수입사",박희준
20100827,(주)에스와이코마드,"제작사,배급사,수입사",강선영
20062854,(주)꿈길제작소,"제작사,배급사,수입사,상영업",김정호
20174321,케이제이픽처스,제작사,오교진
20140789,(주)라제떼,제작사,박수진
20062065,(주)제이컴패니,제작사,이주현
20062530,(주)문와쳐,"제작사,프로덕션 서비스",윤창업
20138096,라제떼,제작사,박용호
20176282,(주)형미디어,제작사,"김형규, 김형섭"
20176263,(주)어게인,제작사,하선영
20161525,대천메가박스(주),상영업,이병훈
20176262,(주)센텀소프트,제작사,계영진
20175686,(주)제이피지필름,제작사,조응규
20176261,(주)서울에프에프,"제작사,배급사",임은영
20176244,(주)모토,"제작사,배급사","김순모, 김경목"
20176243,온기필름,제작사,조윤경
20176242,유한회사 씨네드림,상영업,최명일
20154588,(주)발렌타인필름,제작사,최연주
20176201,모히또필름,제작사,
20123476,YK 필름,제작사,정창현
20100497,(주)선익필름,"제작사,배급사,수입사",오은주
20176181,(주)처럼컬쳐,제작사,이태범
20176143,영화로 소통하는 세상,제작사,박찬행
20123439,(주)제이미디어크레이티브,제작사,문정원
20176122,(주)스타지오네코리아,수입사,윤동준
20123319,유니콘필름(주),제작사,최재일
20156448,유니콘미디어(주),"배급사,수입사",최재일
20176101,(주)이스트게이트컴퍼니,제작사,김경모
20161681,주식회사 키위컴퍼니,"제작사,배급사,수입사,제공",정철웅
20174201,(주)와호엔터테인먼트,"제작사,배급사",진청저
20176081,다큐서울 ,제작사,
20176061,HATCH FILM ,제작사,
20176042,동아방송예술대학교산학협력단,제작사,
20176041,BPM 엔터테인먼트,제작사,
20176003,(주)큐엠시네마 정관,상영업,김재규
20176002,(주)제이엠월드와이드,제작사,문정원
20176001,(주)피에프엔터테인먼트,제작사,채영웅
20175981,(주)크리에이티브워커스,제작사,신영현
20175861,자메이크 필름,"제작사,상영업",김형조
20175921,(주)코너스톤프로덕션,제작사,조오곤
20175961,(주)씨앤씨미디어 콘텐츠,제작사,조해진
20157908,(주)프리즘박스,제작사,강성윤
20175941,52DAYS FILM,"제작사,배급사",나현태
20175862,(주)지젤 스포츠클럽,상영업,이도명
20142388,스틸글로벌(주),"제작사,배급사",이상박
20154848,광주영화사,상영업,장동훈
20175841,(주)온비즈넷,"배급사,수입사",장성수
20174424,(주)시네플러스,상영업,이광익
20175821,(주)엔씨미디어,"제작사,배급사,수입사,상영업",임선균
20175781,오락사 필름,제작사,박선경
20102759,아이 투 아이,제작사,양정환
20175741,Picsso,제작사,김홍선
20162101,(주)노버스미디어코프,"제작사,제공",정석영
20175722,C2 미디어 ,"배급사,수입사",
20175702,이야기秀CUT ,제작사,
20175701,컨버전스티비,"제작사,배급사",
20175663,호수필름,제작사,정성욱
20157609,(주)일공일필름,제작사,백성욱
20175684,유로 프로덕션,제작사,양병식
20175683,영천공설시장 별빛영화관,상영업,김선태
20158009,명인투자개발(주),상영업,김성미
20060347,무등영상,"배급사,상영업",윤영문
20175682,영화사 유일무이,제작사,정영삼
20175681,(주)더시퀀스,제작사,박수진
20175661,조이플픽쳐스(주),"제작사,배급사",이승주
20063205,선샤인필름(주),제작사,박진표
20137657,미쁜픽쳐스,제작사,서영조
20175642,(주)비에스컴퍼니,제작사,"김명준, 장두봉"
20142069,협동조합 빨간오두막,제작사,안상호
20175622,(주)일영사,제작사,이병림
20175644,(주)태현에스디,상영업,김응태
20175641,(주)디엔와이,제작사,김경원
20175621,(주)남포항 메가박스,상영업,김길환
20140743,(주)아지트필름,제작사,황근하
20061709,(주)뷰구공일,제작사,조영채
20174382,(주)마운틴무브먼트스토리,제작사,"황지선, 이진경"
20175601,태안 작은영화관,상영업,김한국
20136937,서울국제청소년영화제,,
20175581,렌엔터테인먼트,제작사,이보라
20175561,푸른잎스튜디오,제작사,변준석
20175541,제제 시네마,제작사,김재훈
20063278,(주)패뷸러스,제작사,정성복
20123195,골디락스,제작사,라현
20175521,(주)메타플레이 ,배급사,
20175502,(주)영화사 연두 ,제작사,
20175481,미디어 텍,제작사,이상구
20174961,(주)코브픽쳐스,"제작사,배급사",이로베
20175441,(주)세브,제작사,이로베
20175442,(주)제이지픽쳐스,제작사,유재규
20175421,(주)플랜오십일,제작사,신도영
20168631,(주)지스톰,기타,박경제
20100267,(주)문필름코리아,"제작사,배급사,수입사",문홍식
20153508,(주)라임오렌지팩토리,"제작사,배급사,수입사",김용운
20175364,디엠피 프로듀스,제작사,김경미
20175401,(주)디엠,제작사,"이정기, 김길영"
20175363,창작집단 '너와',제작사,황준현
20175362,(주)글러브엔터테인먼트,제작사,김기석
20175381,1007 프로덕션,제작사,이경희
20175341,(주)다다웍스,"제작사,배급사,수입사",박승자
20140535,큐브미디어,제작사,고미화
20172641,쏠레어파머(주),"배급사,수입사",최평호
20061723,테디베어필름,제작사,노경태
20050221,스튜디오2만리(주),제작사,지상용
20062843,도브앤활빈엔터테인먼트,제작사,홍원표
20110209,문화체육관광부,영화기관/단체-유관기관,최광식
20062485,씨에스픽쳐스,"제작사,배급사,수입사,상영업",김정현
20130213,주식회사 윗돌,제작사,임희철
20175321,엔포티투 인터내셔널,"제작사,프로덕션 서비스",안대수
20161381,(주)로카,"제작사,배급사,수입사",최명숙
20111613,주식회사 풍경소리,"배급사,수입사",임태균
20141768,궁금단영화,제작사,안선경
20154712,(주)문샷필름,제작사,최정화
20156808,코라필름,제작사,김광복
20138555,C 무비,"배급사,수입사,해외세일즈사",안병화
20123063,(주)빅스톤픽쳐스,제작사,김한민
20175301,(주)미스터고,제작사,신병훈
20175282,리딩엣지 미디어,제작사,유남규
20175281,(주)알에스비테크,"제작사,배급사,수입사",현양열
20142508,(주)프레임픽쳐스,제작사,김준영
20142328,(주)마음에드는영화사,"제작사,배급사,수입사",백종하
20175241,배수진,제작사,배경헌
20161841,엑터스엔터비즈니스,"제작사,제공",최진혁
20155428,(주)영화사불,제작사,조정준
20111585,시네마서울,"제작사,배급사,수입사",한명구
20153588,(주)브리즈픽처스,"제작사,배급사,수입사",이윤석
20175221,주식회사 영화사소우,제작사,김화범
20175167,아디우스 픽처스,"제작사,배급사",하준우
20175166,(주)사보이픽쳐스,제작사,조현식
20175165,맑음미디어,제작사,김성화
20175164,(주)빅마운틴컬쳐스,,
20175162,(주)영화사 쎈,제작사,하정석
20139220,(주)시네마리퍼블릭,"제작사,배급사,수입사",이상원
20169192,(주)미디어파크엔터테인먼트,제작사,김정환
20100858,(주)한컴,"제작사,배급사,수입사,상영업,저작권관련사",고영섭
20175141,오피오티픽쳐스,제작사,정윤석
20136895,서울 국제 만화 애니메니션 페스티벌,,
20161603,봄내필름,"제작사,배급사",장우진
20175101,한량웍스,제작사,김나래
20156051,(주)브라더픽쳐스,"제작사,배급사",이명재
20101113,㈜스토리셋,제작사,이임주
20174921,(유)박열문화전문회사,제작사,
20175081,진도아리랑 시네마,상영업,박정석
20063000,제이더블유티 애드벤처(주),제작사,신준호
20062841,재스민픽처스,제작사,정용원
20175044,씨엠지초록별,제작사,김태연
20175061,픽쳐짠,제작사,이재형
20175043,(주)민병훈필름,배급사,민병훈
20175042,(주)가족영화사,제작사,양기태
20175041,(주)강릉자동차극장,상영업,박정은
20140909,(주)인사이드픽쳐스,제작사,한상범
20123155,(주)해무,제작사,조능연
20173641,(주)영화사 무일,제작사,유우정
20154488,(주)영화나무,제작사,임지문
20062302,(주)더줌픽쳐스,"제작사,배급사,수입사",원정수
20174981,822 필름,제작사,강진석
20175001,주식회사 해리슨앤컴퍼니,"배급사,수입사",이현렬
20174963,청주대학교 영화학과,제작사,
20174962,(주)네스팅,"제작사,배급사",
20174941,배드픽쳐스,제작사,
20155628,(주)키노매틱픽쳐스,"제작사,배급사,수입사,해외세일즈사,홍보사,제작서비스-로케이션,프로덕션 서비스",이영원
20139695,샤인시네마코리아(주),"제작사,기타",이협노
20100539,서울애니메이션센터,제작사,
20174901,우리영화,제작사,신인한
20174881,(주)에이투지미디어,"제작사,배급사",주인규
20156489,(주)일조스튜디오,제작사,신대용
20174861,(주)스토리온,제작사,김옥영
20126155,스토리텔링연구소온,제작사,김옥영
20174842,봄베씨네,"제작사,배급사",박중하
20174481,헤이앤컴퍼니,제작사,조완웅
20100295,(주)에스씨에스엔터테인먼트,제작사,이주익
20141628,(주)피지필름,제작사,박직연
20156848,(주)백그림,"제작사,배급사,수입사,상영업",백승환
20174822,(주)쎄니트 인천논현지점,상영업,박승배
20123335,더 필름클래식 프로덕션,"제작사,배급사,수입사",박영철
20174781,(주)메시지필름,제작사,신창환
20100035,화이트리시네마,"제작사,투자조합,제작서비스-기획",이동권
20100934,(주)씨엘엔터테인먼트,제작사,이상훈
20169368,(주)사이드미러,제작사,서동현
20102119,서울예술대학,"제작사,영화교육기관-대학교",유덕형
20174761,딥 포커스,"제작사,배급사",
20100929,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),"제작사,배급사,수입사,제작서비스-후반작업(VFX)",김준
20161261,(주)빌리언픽쳐스,"제작사,소속사",정성모
20125055,따듯한 영화사,제작사,임대현
20174682,(주)레드몽키픽처스,제작사,김기용
20174722,자투리필름,제작사,박광만
20060029,미라지엔터테인먼트,수입사,김병문
20174701,(주)메가폰엔터테인먼트,제작사,김철원
20174681,(주)마이애미미디어,"제작사,배급사",심문보
20156229,㈜엔팝,제작사,강문주
20174661,(주)더스퀘어,제작서비스-미술,정성규
20100143,필름라인,"제작사,제작서비스-로케이션,프로덕션 서비스",김태식
20100640,(주)디엔에이프로덕션,"제작사,프로덕션 서비스",박순홍
20174641,(주)다다엔터테인먼트,제작사,채효경
20123175,플로우식스(주),제작사,유재현
20174622,주-스튜디오 돌곶이,제작사,곽기혁
20174621,영화사 녹색광선,"제작사,배급사",문성호
20174585,(주)티앤아이컬쳐스,제작사,"배인주, 유영호"
20174602,(주)컴퍼니8,"제작사,배급사",정근웅
20174584,(주)스튜디오키스톤,제작사,송주현
20157711,(주)조이유니온,"제작사,배급사",이상훈
20174582,(주)계벽물산,제작사,이계벽
20139800,영화사 이지,제작사,장익준
20173781,앤드모어,제작사,손은철
20174561,(주)나암에스앤에이치 아트센터,제작서비스-세트,김정훈
20060459,(주)에이포커뮤니케이션,"제작사,프로덕션 서비스",김우경
20174541,(주)위비콘,제작사,양유승
20100066,(주)모인그룹,"제작사,배급사,수입사",정태진
20174521,(주)프라나미디어,제작사,신옥철
20174501,(주)영실업,수입사,
20142828,(주)시너지미디어,"제작사,배급사",강유신
20141404,크리스피,제작사,손대균
20158308,작가주의,제작사,이장우
20136898,(주)영화사꽃,제작사,최윤진
20130233,(주)라이브모션픽쳐스,"제작사,프로덕션 서비스",박세진
20112175,(주)소나무픽쳐스,"제작사,배급사,수입사",조병연
20174461,영화사 서울집,제작사,
19990083,(주)갑종무비필름,"제작사,배급사,수입사",박갑종
20174426,(주)재담미디어,"제작사,배급사,수입사",황남용
20174425,(주)픽토스튜디오,제작사,전유혁
20174442,(주)씨지픽셀스튜디오,제작사,박동주
20174423,산필름,제작사,최창환
20174421,(주)콘텐츠지음,제작사,한석원
20174402,(주)브리즈엔터테인먼트,제작사,이재혁
20174401,(주)바로가기픽쳐스,제작사,이동윤
20174381,(주)구성컴퍼니,"제작사,배급사",고혜진
2016901,(주)케이에이글로벌픽쳐스,"제작사,배급사,수입사",Yi John U
20154408,THE 픽쳐스,"제작사,배급사,상영업",김학중
20172501,이웃집개구리 미디어콘텐츠 그룹,제작사,장유정
20174301,(유)파인컴퍼니,제작사,이동환
20111091,타임박스엔터테인먼트(주),제작사,백인권
20156809,(주)로이테미디어,"제작사,수입사",고영현
20174281,블라드픽처스,제작사,임종군
20172921,초원필름,제작사,김의곤
20174261,주식회사 유네코,제작사,최동구
20061862,(주)에이치앤디엔터테인먼트,제작사,장준석
20169848,(주)베이스캠프코퍼레이션,"제작사,배급사",이제현
20100040,유아이피-씨아이씨영화및비디오배급(유),배급사,이홍근
20123255,(주)레인보우팩토리,"제작사,배급사,수입사",김승환
20100027,영화사 아람(주),제작사,황필선
20172401,(주)케이피필름,제작사,정태원
20100787,파인하우스필름(주),제작사,이준동
20100248,나우필름(주),제작사,이준동
20174041,에이치알웍스 주식회사,제작사,조화랑
20173941,제이프러스미디어,"제작사,배급사,수입사",이정훈
20174224,영화사 브리드,제작사,정희재
20155430,(주)엠쓰리디미디어 아시아,"제작사,배급사,수입사",임도근
20142792,(주)제이제이스타즈,제작사,지명혁
20174222,(주)필트러스트,"수입사,상영업",다이나마아갓
20174221,(주)하이라이트픽쳐스,제작사,오인근
20174202,(주)티케이씨픽쳐스,"제작사,배급사,수입사,상영업",차수웅
20174163,(주)와이지케이플러스,제작사,고은경
20141308,(주)스토리바인더즈,제작사,이서군
20174181,(주)슈퍼킴컨텐츠,제작사,김원태
20110686,경남영화협회,영화기관/단체-일반,
20172621,소닉티어,기타,박승민
20174141,(주)드림원픽쳐스,"제작사,배급사",박경원
20174121,제이기획,상영업,차준영
20174101,정선 작은영화관 사회적협동조합,상영업,김선태
20062245,로고스필름(주),제작사,이장수
20130311,(주)집미디어,"제작사,배급사,수입사,상영업",문병학
20142808,(주)옥토버픽쳐스코리아,"제작사,제작서비스-촬영",김철수
20114613,(주)에스엠엔터테인먼트,"제작사,소속사","한세민, 남소영"
20173901,(주)레드힐엔터테인먼트,제작사,김홍식
20153892,(주)골든타임픽쳐스,제작사,최경희
20169449,(주)현픽쳐스,제작사,신마루
20174081,(주)오예스,"제작사,배급사",이상훈
20136940,DMZ국제다큐영화제,,남경필
20174001,(주)인포투스,,
20173001,재단법인 온누리선교재단(CGNTV),제작사,이재훈
20173981,프로젝트 부 ,,
20173961,터너코리아 유한회사,수입사,
20173921,라이브(주),"제작사,배급사",강병원
20173905,영화사진필름(주),제작사,이영아
20173904,지구인의 정류장2 the story,제작사,최종만
20139275,시네마 뉴원,"제작사,배급사,수입사",원성진
20173903,(주)탐필름,제작사,김종현
20136939,서울국제초단편영화제,,서명수
20173902,(주)영화공장,제작사,김준영
20173881,(주)제이디테크,제작사,민상종
20060554,당진시네마,상영업,유한숙
20136897,부산국제어린이영화제,,
20130232,다시마필름(주),제작사,이선민
20173341,(주)카라멜이엔티,소속사,황주혜
20110344,키노포스트,제작서비스-사운드,
20173842,(주)리베바움,제작사,김명일
20123566,(주)엘비스프로덕션,제작사,배병진
20173561,(주)달고나엔터테인먼트,제작사,김강덕
20050020,영화사 아이온,제작사,홍정혜
20142428,(주)라임컬쳐,제작사,"김아란, 이형훈"
20060055,(주)에이치비엔터테인먼트,제작사,문보미
20173841,슈프림필름,제작사,윤성현
20173822,(주)더블에스,제작사,석현철
20123975,평상필름,제작사,권용협
20173801,(주)우주환경,상영업,최성덕
20140737,(주)파파스필름,제작사,이준택
20124516,뎁스프로덕션,"제작사,배급사",박정훈
20063137,영화사 날개(주),홍보사,오승현
20172361,이공희 필름,,이공희
20173721,(주)엠씨씨엔터테인먼트,제작사,
20173662,에이원 미디어,제작사,김상미
20173661,숲필름,제작사,전혜림
20158051,(주)하이스토리이앤엠,"제작사,배급사",김아란
20173644,(주)에드머럴픽쳐스,제작사,박철주
20173643,소나무필름,제작사,문창용
20173642,(주)리버픽쳐스,"제작사,수입사",이형석
20173621,(주)다온씨티,"제작사,배급사",박보라
20168710,정진이콘텐츠그룹(주),제작사,정진이
20173601,(주)아이브픽쳐스,"배급사,수입사",
20173541,투썸업픽쳐스,배급사,
20173521,쇼크웨이브 픽쳐스,제작사,유한진
20173501,(주)곽픽쳐스,제작사,곽중훈
20173481,(주)에이케이레저,기타,이준형
20110122,인천영상위원회,영상위원회,심갑섭
20173441,테이크2,제작사,이태동
20173421,(주)101캔들라이트,제작사,정병규
20173383,CCA,상영업,정형권
20173401,(주)케이피에이기획,제작사,김정훈
20173381,인사이드 픽쳐스,제작사,박종우
20101086,(주)라원문화,"제작사,제공,소속사",장성원
20123582,오디컴퍼니(주),제작사,신춘수
20130210,농담기획&영화사 농담,제작사,성주호
20173361,파사디나(주) 춘천지점,상영업,전명희
20173321,영화사 님아 주식회사,"제작사,제공",진모영
20123564,(주)덱스터필름,제작사,노은희
20142068,주식회사 단유필름,제작사,김재환
20168610,(주)보스톤이앤엠,제작사,민신철
20173301,탄,제작사,채승철
20160601,주식회사 골든럭,"제작사,배급사,수입사",마미령
20173281,(주)필립엔터테인먼트,"제작사,배급사,수입사",전창걸
20100900,㈜팜코리아미디어  ,"제작사,배급사",김지용
20173261,(주)더메이,제작사,김혜송
20123580,일공육엔터테인먼트(주),제작사,류시관
20173241,(주)디자이어티비,"제작사,배급사,수입사","한상진, 신갑종"
20173101,(주)미니엄쇼,"제작사,배급사,수입사,상영업",김경선
20161781,(주)스튜디오앤뉴,제작사,김우택
20141889,(주)추억극장미림,상영업,윤성구
20173061,(주)그라운드미디어,제작사,이민호
20161501,(주)라이온하트픽처스,제작사,오임현
20173181,노가리필름,제작사,박민국
20173161,무비집 ,,
20173141,JK스튜디오,,
20173121,너바나 필름,,
20168870,영화사공감,제작사,김성국
20141157,(주)유비콘텐츠,제작사,최윤
20173062,로쏘,제작사,서진경
20173081,(주)필름컴퍼니룩아시아,제작사,윤인수
20168888,(주)메이저타운,제작사,한세현
20173021,레인메이커필름,"제작사,배급사",박인철
20173041,봄바람영화사,제작사,"박지영, 곽희진"
20172983,(주)애드고,제작사,김응태
20172961,한율,상영업,박민철
20138959,더컨텐츠콤(주),"제작사,배급사,수입사,상영업",원동혁
20061716,(주)다르마,제작사,한동헌
20172981,(주)스마트미디어앤,제작사,황성연
20172941,(주)머스트씨무비,"배급사,수입사",서하나
20125035,(주)머스트씨무비릴리징컴퍼니,"배급사,수입사",서하나
20154193,(주)샤워,제작사,이전형
20111074,월요일 아침,제작사,김영조
20157529,(주)비오비스타컴퍼니,"제작사,배급사,수입사",손성민
20100892,프리비젼엔터테인먼트,"배급사,수입사,홍보사",황인옥
20100530,애드리브 나이트 프로덕션,제작사,이윤기
20172843,주식회사 미디어링크,제작사,김용달
20172842,카파컴퍼니 주식회사,"제작사,배급사",김경모
20172863,주식회사 유오케이이미지웍스,제작사,엄태식
20172482,주식회사 위드윈필름,"제작사,배급사,수입사",이소림
20172861,(주)코퍼스코리아,"제작사,배급사,수입사",오영섭
20172841,퓨처라이브,상영업,김종선
20126575,오지필름,제작사,문창현
20155588,(주)스타하우스엔터테인먼트,제작사,장영훈
20172821,스토리 너머,배급사,
20172801,오락가락픽쳐스,제작사,
20172781,즐감,수입사,
20123067,(주)미스터로맨스,제작사,심세윤
20168508,영화산업고용복지위원회,영화기관/단체-일반,최진욱
20172741,텐트폴엔터테인먼트,기타,윤용섭
20172701,조박픽쳐스,제작사,조영
20114813,(주)영화사 조제,"제작사,배급사,수입사,상영업,프로덕션 서비스",조은운
20061685,(주)고유에프앤,"제작사,배급사,수입사",고규섭
20061844,(주)엠씨피이앤에프,제작사,김영대
20158052,디스씨네마,제작사,이상우
20155751,(주)창작집단 호미,"제작사,배급사",신상호
20141189,RGB,제작사,조일준
20138956,(주)이가영화사,"제작사,수입사",윤숙희
20172581,(주)디지털아이디어픽쳐스,"제작사,배급사,상영업",이승훈
20172561,스타박스,상영업,김명선
20169468,(주)제이콘텐트리,"배급사,수입사",반용음
20172541,어름기획,제작사,홍상락
20139899,금강오길비 유한회사,제작사,백제열
20062043,(주)케니앤코엔터테인먼트,"배급사,수입사",곽상기
20172524,(주)디아이이엔티,"제작사,배급사,수입사",장재호
20169508,빅 웨이브,제작사,김기현
20172523,스튜디오 아트 55,제작사,홍순철
20172522,(주)아이아스컴퍼니,제작사,강희수
20172521,유한회사법인 전봉준영화문화사업단,"제작사,배급사",서창완
20100613,(주)크리에이티브리더스그룹에이트,"제작사,배급사,수입사",송병준
20111405,(주)은하수엔터테인먼트,"제작사,배급사,수입사,상영업",안병부
20161041,(주)신영이엔씨,제작사,김현정
20123018,디지털스튜디오투엘(주),"제작사,배급사,수입사,상영업,제작서비스-후반작업(VFX)",임정훈
20172481,영화사 윤달,제작사,박재성
20172461,(주)예인E&M,제작사,이명숙
20110273,한국애니메이션예술인협회,영화기관/단체-애니,
20110275,(사)한국방송영상제작사협회,영화기관/단체-제작,정선언
20110661,아트씨어터 씨앤씨 ,시네마테크,
20160781,에이치스타컴퍼니 주식회사,제작사,황남진
20110018,영상물등급위원회,영화기관/단체-유관기관,지명혁
20100906,유나이티드픽처스(주),"제작사,배급사,수입사,제공,해외세일즈사",최재일
20137615,(주)필름 에이치투오,제작사,김주현
20172381,엠아이픽쳐스,제작사,
20154028,구름의 길 픽쳐스,제작사,이재웅
20130015,스튜디오 키키,제작사,서옥희
20000415,재호엔터테인먼트,제작사,왕석호
20062810,황산벌자동차극장,상영업,김용희
20162341,(주)강한필름,"제작사,배급사,수입사",손병관
20114712,나무액터스,소속사,
20063229,(주)와이지엔터테인먼트,"제작사,소속사",양민석
20100812,㈜디지아트프로덕션,"제작사,제작서비스-후반작업(VFX)",박영신
20125295,(주)매니지먼트 숲,소속사,
20162321,(주)베나픽처스,제작사,김재욱
20138715,(주)영화사일취월장,제작사,최문수
20162281,책세움,"배급사,상영업",김경춘
20162263,미디어모세,"배급사,상영업",권영현
20162262,초원미디어,배급사,엄경자
20162261,(주)아칸엔터테인먼트,제작사,김윤철
20162061,(주)타이탄스튜디오인터네셔널,"제작사,배급사,수입사",강경수
20160862,리얼곤시네마,제작사,최낙권
20140448,(주)담소필름,제작사,김진섭
20110143,(사)신상옥감독 기념사업회,영화기관/단체-일반,이장호
20162221,아시아스타 엔터테인먼트,소속사,전현철
20124955,(주)별의별,제작사,김철웅
20160642,(주)미디어 캠프,제작사,권영숙
20162201,아트온 트래블,"배급사,상영업",하은주
20154608,엠퍼럴엔터테인먼트코리아(유),"제작사,배급사",셜리퍼시휴즈
20162184,주식회사 퍼니콘미디어,제작사,이시연
20140770,(주)워너비픽쳐스,"제작사,배급사,수입사","김정민, 임현호"
20162182,(주)드림제너레이션,제작사,계용
20168709,(주)시네마엔터,"배급사,수입사",송천영
20162181,이언픽쳐스,배급사,윤미란
20162161,비치사,제작사,정가영
20162141,(유)쏘아필름,"제작사,배급사,수입사",최남웅
20162121,(주)다온크리에이티브,기타,이용만
20123735,주식회사 노버스엔터테인먼트,"제작사,배급사,수입사,공동제공",정석영
20162081,스토리업,기타,박우찬
20155529,호두앤유 엔터테인먼트(주),제작사,"이정은, 최존호"
20123563,에이치프로덕션,제작사,배세웅
20157188,(주)큰물고기미디어,"제작사,배급사",김선영
20155308,(주)큰손엔터테인먼트,제작사,손병옥
20142768,해원영화사,제작사,김오식
20162062,CGV 통영,상영업,정찬국
20161361,영화사 연필,,
20158294,마술나라,제작사,이정문
20162021,(주)루스아트,"배급사,수입사",이주연
20162001,후즈닷컴,,
20062413,한국게이인권운동단체 친구사이,제작사,
20160481,엘씨오픽쳐스,제작사,
20155312,(주)수현재엔터테인먼트,제작사,구본관
20101554,민영화사,제작사,박곡지
20141908,메가폰,제작사,유순미
20101556,(주)바다엔터테인먼트,제작사,김정중
20154431,비에스필름,제작사,백종식
20063204,(주)제이엠네트웍스코리아,제작사,우남규
20123636,더필름,제작사,강대희
20141408,수피아(주),제작사,장길수
20161921,지역영상문화협동조합,"제작사,배급사,상영업",구재준
20161901,제로나인,제작사,권경현
20161542,우키픽쳐스,"제작사,배급사,수입사,상영업",정욱
20062050,(주)재산커뮤니케이션즈,제작사,이재환
20061964,(주)에스에이치엔터테인먼트그룹,제작사,최진호
20063153,파인스토리,제작사,이창원
20100848,야간비행,"제작사,배급사",박준범
20157148,(주)케이프로덕션,제작사,김관
20161821,휴메니테라픽쳐스(주),제작사,김성택
20169330,리얼문화산업전문 유한회사,제작사,이사랑
20161761,예우,기타,저우재
20161741,영화사 아리,제작사,박위석
20161721,문화소통단체 숨,상영업,차재근
20161701,(주)컨텐츠82,제작사,이윤진
20157297,(유)내부자들 문화전문회사,제작사,이동호
20062186,오진욱 ,제작사,
20161661,판타스틱룸미디어,"제작사,배급사",임채준
20161641,"<무현, 두 도시 이야기> 제작위원회 ",제작사,
20155508,(주)에이원엔터테인먼트,"제작사,배급사,수입사",민철환
20100414,영화사 도로시(주),제작사,장소정
20125635,(주)엘앤유인디컴미디어,제작사,정재관
20161602,슈팅걸스 유한회사,배급사,강태규
20161601,(주)유림미디어,"제작사,배급사,수입사,상영업",김상욱
20138955,(주)젤리피쉬월드,제작사,김인숙
20124595,(주)영화사바다,제작사,김준영
20161581,크럽하와이,"제작사,배급사",옥지원
20158372,(주)영화사내일,"제작사,배급사,수입사",서동필
20161523,(재)임실치즈테마파크,상영업,심민
20161522,넷플릭스서비시스코리아 유한회사,"배급사,수입사",레지날드숀톰슨
20100364,(주)영화사아침,"제작사,배급사,수입사","조철현, 이정세"
20161543,(주)그룹티케이,제작사,이에드워드원익
20161541,(주)이현에프엔티,제작사,차정혜
20161521,(주)렛츠플레이원브이알,"제작사,배급사,수입사,상영업",강일
20142309,엠아이(주),제작사,이정희
20141769,아남네시스필름,제작사,이창민
20111302,영화사 질주,제작사,김진태
20110156,진영사,제작서비스-촬영,
20110158,캠피아,기타,
20110150,거인무비텔,제작서비스-촬영,
20110124,(주)푸티지,기타,한태정
20110342,한국옵티칼,제작서비스-촬영,
20161481,주식회사 레드아이스,"제작사,배급사,수입사",한태일
20101311,(주)케이앤엔터테인먼트,"제작사,배급사,수입사,제공",김용석
20161442,(주)씨네희망,제작사,박정숙
20157391,오퍼스아이엔티(주),"제작사,배급사,수입사",이태헌
20161421,(주)소콘,제작사,"이상용, 김영란"
20157189,(주)지이프로덕션,제작사,김성은
20169909,(주)유니펀,제작사,양해익
20126455,(주)모그커뮤니케이션즈,"제작사,배급사,수입사",박종진
20161321,파파나,"배급사,수입사",조예지
20103412,(주)MBC,제작사,
20139537,(주)한이야기,제작사,정원석
20161301,(주)아이언 스튜디오,"제작사,배급사",배효민
20161281,태산글로벌에이전시,기타,최진혁
20161241,컴퍼니에이이엔티(주),제작사,이형훈
20154508,(주)마루치아라치,제작사,김학규
20161181,(주)낭만극장,상영업,김종준
20161163,레인보우 시네마,제작사,이상구
